file_no,machine,model,anomaly,file_name,file_rel_path,duration_s,fs_Hz,SNR_dB
2934,fan,4,1,00000141.wav,6_dB_fan\fan\id_04\abnormal\00000141.wav,10.0,16000,6
2935,fan,4,1,00000142.wav,6_dB_fan\fan\id_04\abnormal\00000142.wav,10.0,16000,6
2936,fan,4,1,00000143.wav,6_dB_fan\fan\id_04\abnormal\00000143.wav,10.0,16000,6
2937,fan,4,1,00000144.wav,6_dB_fan\fan\id_04\abnormal\00000144.wav,10.0,16000,6
2938,fan,4,1,00000145.wav,6_dB_fan\fan\id_04\abnormal\00000145.wav,10.0,16000,6
2939,fan,4,1,00000146.wav,6_dB_fan\fan\id_04\abnormal\00000146.wav,10.0,16000,6
2940,fan,4,1,00000147.wav,6_dB_fan\fan\id_04\abnormal\00000147.wav,10.0,16000,6
2941,fan,4,1,00000148.wav,6_dB_fan\fan\id_04\abnormal\00000148.wav,10.0,16000,6
2942,fan,4,1,00000149.wav,6_dB_fan\fan\id_04\abnormal\00000149.wav,10.0,16000,6
2943,fan,4,1,00000150.wav,6_dB_fan\fan\id_04\abnormal\00000150.wav,10.0,16000,6
2944,fan,4,1,00000151.wav,6_dB_fan\fan\id_04\abnormal\00000151.wav,10.0,16000,6
2945,fan,4,1,00000152.wav,6_dB_fan\fan\id_04\abnormal\00000152.wav,10.0,16000,6
2946,fan,4,1,00000153.wav,6_dB_fan\fan\id_04\abnormal\00000153.wav,10.0,16000,6
2947,fan,4,1,00000154.wav,6_dB_fan\fan\id_04\abnormal\00000154.wav,10.0,16000,6
2948,fan,4,1,00000155.wav,6_dB_fan\fan\id_04\abnormal\00000155.wav,10.0,16000,6
2949,fan,4,1,00000156.wav,6_dB_fan\fan\id_04\abnormal\00000156.wav,10.0,16000,6
2950,fan,4,1,00000157.wav,6_dB_fan\fan\id_04\abnormal\00000157.wav,10.0,16000,6
2951,fan,4,1,00000158.wav,6_dB_fan\fan\id_04\abnormal\00000158.wav,10.0,16000,6
2952,fan,4,1,00000159.wav,6_dB_fan\fan\id_04\abnormal\00000159.wav,10.0,16000,6
2953,fan,4,1,00000160.wav,6_dB_fan\fan\id_04\abnormal\00000160.wav,10.0,16000,6
2954,fan,4,1,00000161.wav,6_dB_fan\fan\id_04\abnormal\00000161.wav,10.0,16000,6
2955,fan,4,1,00000162.wav,6_dB_fan\fan\id_04\abnormal\00000162.wav,10.0,16000,6
2956,fan,4,1,00000163.wav,6_dB_fan\fan\id_04\abnormal\00000163.wav,10.0,16000,6
2957,fan,4,1,00000164.wav,6_dB_fan\fan\id_04\abnormal\00000164.wav,10.0,16000,6
2958,fan,4,1,00000165.wav,6_dB_fan\fan\id_04\abnormal\00000165.wav,10.0,16000,6
2959,fan,4,1,00000166.wav,6_dB_fan\fan\id_04\abnormal\00000166.wav,10.0,16000,6
2960,fan,4,1,00000167.wav,6_dB_fan\fan\id_04\abnormal\00000167.wav,10.0,16000,6
2961,fan,4,1,00000168.wav,6_dB_fan\fan\id_04\abnormal\00000168.wav,10.0,16000,6
2962,fan,4,1,00000169.wav,6_dB_fan\fan\id_04\abnormal\00000169.wav,10.0,16000,6
2963,fan,4,1,00000170.wav,6_dB_fan\fan\id_04\abnormal\00000170.wav,10.0,16000,6
2964,fan,4,1,00000171.wav,6_dB_fan\fan\id_04\abnormal\00000171.wav,10.0,16000,6
2965,fan,4,1,00000172.wav,6_dB_fan\fan\id_04\abnormal\00000172.wav,10.0,16000,6
2966,fan,4,1,00000173.wav,6_dB_fan\fan\id_04\abnormal\00000173.wav,10.0,16000,6
2967,fan,4,1,00000174.wav,6_dB_fan\fan\id_04\abnormal\00000174.wav,10.0,16000,6
2968,fan,4,1,00000175.wav,6_dB_fan\fan\id_04\abnormal\00000175.wav,10.0,16000,6
2969,fan,4,1,00000176.wav,6_dB_fan\fan\id_04\abnormal\00000176.wav,10.0,16000,6
2970,fan,4,1,00000177.wav,6_dB_fan\fan\id_04\abnormal\00000177.wav,10.0,16000,6
2971,fan,4,1,00000178.wav,6_dB_fan\fan\id_04\abnormal\00000178.wav,10.0,16000,6
2972,fan,4,1,00000179.wav,6_dB_fan\fan\id_04\abnormal\00000179.wav,10.0,16000,6
2973,fan,4,1,00000180.wav,6_dB_fan\fan\id_04\abnormal\00000180.wav,10.0,16000,6
2974,fan,4,1,00000181.wav,6_dB_fan\fan\id_04\abnormal\00000181.wav,10.0,16000,6
2975,fan,4,1,00000182.wav,6_dB_fan\fan\id_04\abnormal\00000182.wav,10.0,16000,6
2976,fan,4,1,00000183.wav,6_dB_fan\fan\id_04\abnormal\00000183.wav,10.0,16000,6
2977,fan,4,1,00000184.wav,6_dB_fan\fan\id_04\abnormal\00000184.wav,10.0,16000,6
2978,fan,4,1,00000185.wav,6_dB_fan\fan\id_04\abnormal\00000185.wav,10.0,16000,6
2979,fan,4,1,00000186.wav,6_dB_fan\fan\id_04\abnormal\00000186.wav,10.0,16000,6
2980,fan,4,1,00000187.wav,6_dB_fan\fan\id_04\abnormal\00000187.wav,10.0,16000,6
2981,fan,4,1,00000188.wav,6_dB_fan\fan\id_04\abnormal\00000188.wav,10.0,16000,6
2982,fan,4,1,00000189.wav,6_dB_fan\fan\id_04\abnormal\00000189.wav,10.0,16000,6
2983,fan,4,1,00000190.wav,6_dB_fan\fan\id_04\abnormal\00000190.wav,10.0,16000,6
2984,fan,4,1,00000191.wav,6_dB_fan\fan\id_04\abnormal\00000191.wav,10.0,16000,6
2985,fan,4,1,00000192.wav,6_dB_fan\fan\id_04\abnormal\00000192.wav,10.0,16000,6
2986,fan,4,1,00000193.wav,6_dB_fan\fan\id_04\abnormal\00000193.wav,10.0,16000,6
2987,fan,4,1,00000194.wav,6_dB_fan\fan\id_04\abnormal\00000194.wav,10.0,16000,6
2988,fan,4,1,00000195.wav,6_dB_fan\fan\id_04\abnormal\00000195.wav,10.0,16000,6
2989,fan,4,1,00000196.wav,6_dB_fan\fan\id_04\abnormal\00000196.wav,10.0,16000,6
2990,fan,4,1,00000197.wav,6_dB_fan\fan\id_04\abnormal\00000197.wav,10.0,16000,6
2991,fan,4,1,00000198.wav,6_dB_fan\fan\id_04\abnormal\00000198.wav,10.0,16000,6
2992,fan,4,1,00000199.wav,6_dB_fan\fan\id_04\abnormal\00000199.wav,10.0,16000,6
2993,fan,4,1,00000200.wav,6_dB_fan\fan\id_04\abnormal\00000200.wav,10.0,16000,6
2994,fan,4,1,00000201.wav,6_dB_fan\fan\id_04\abnormal\00000201.wav,10.0,16000,6
2995,fan,4,1,00000202.wav,6_dB_fan\fan\id_04\abnormal\00000202.wav,10.0,16000,6
2996,fan,4,1,00000203.wav,6_dB_fan\fan\id_04\abnormal\00000203.wav,10.0,16000,6
2997,fan,4,1,00000204.wav,6_dB_fan\fan\id_04\abnormal\00000204.wav,10.0,16000,6
2998,fan,4,1,00000205.wav,6_dB_fan\fan\id_04\abnormal\00000205.wav,10.0,16000,6
2999,fan,4,1,00000206.wav,6_dB_fan\fan\id_04\abnormal\00000206.wav,10.0,16000,6
3000,fan,4,1,00000207.wav,6_dB_fan\fan\id_04\abnormal\00000207.wav,10.0,16000,6
3001,fan,4,1,00000208.wav,6_dB_fan\fan\id_04\abnormal\00000208.wav,10.0,16000,6
3002,fan,4,1,00000209.wav,6_dB_fan\fan\id_04\abnormal\00000209.wav,10.0,16000,6
3003,fan,4,1,00000210.wav,6_dB_fan\fan\id_04\abnormal\00000210.wav,10.0,16000,6
3004,fan,4,1,00000211.wav,6_dB_fan\fan\id_04\abnormal\00000211.wav,10.0,16000,6
3005,fan,4,1,00000212.wav,6_dB_fan\fan\id_04\abnormal\00000212.wav,10.0,16000,6
3006,fan,4,1,00000213.wav,6_dB_fan\fan\id_04\abnormal\00000213.wav,10.0,16000,6
3007,fan,4,1,00000214.wav,6_dB_fan\fan\id_04\abnormal\00000214.wav,10.0,16000,6
3008,fan,4,1,00000215.wav,6_dB_fan\fan\id_04\abnormal\00000215.wav,10.0,16000,6
3009,fan,4,1,00000216.wav,6_dB_fan\fan\id_04\abnormal\00000216.wav,10.0,16000,6
3010,fan,4,1,00000217.wav,6_dB_fan\fan\id_04\abnormal\00000217.wav,10.0,16000,6
3011,fan,4,1,00000218.wav,6_dB_fan\fan\id_04\abnormal\00000218.wav,10.0,16000,6
3012,fan,4,1,00000219.wav,6_dB_fan\fan\id_04\abnormal\00000219.wav,10.0,16000,6
3013,fan,4,1,00000220.wav,6_dB_fan\fan\id_04\abnormal\00000220.wav,10.0,16000,6
3014,fan,4,1,00000221.wav,6_dB_fan\fan\id_04\abnormal\00000221.wav,10.0,16000,6
3015,fan,4,1,00000222.wav,6_dB_fan\fan\id_04\abnormal\00000222.wav,10.0,16000,6
3016,fan,4,1,00000223.wav,6_dB_fan\fan\id_04\abnormal\00000223.wav,10.0,16000,6
3017,fan,4,1,00000224.wav,6_dB_fan\fan\id_04\abnormal\00000224.wav,10.0,16000,6
3018,fan,4,1,00000225.wav,6_dB_fan\fan\id_04\abnormal\00000225.wav,10.0,16000,6
3019,fan,4,1,00000226.wav,6_dB_fan\fan\id_04\abnormal\00000226.wav,10.0,16000,6
3020,fan,4,1,00000227.wav,6_dB_fan\fan\id_04\abnormal\00000227.wav,10.0,16000,6
3021,fan,4,1,00000228.wav,6_dB_fan\fan\id_04\abnormal\00000228.wav,10.0,16000,6
3022,fan,4,1,00000229.wav,6_dB_fan\fan\id_04\abnormal\00000229.wav,10.0,16000,6
3023,fan,4,1,00000230.wav,6_dB_fan\fan\id_04\abnormal\00000230.wav,10.0,16000,6
3024,fan,4,1,00000231.wav,6_dB_fan\fan\id_04\abnormal\00000231.wav,10.0,16000,6
3025,fan,4,1,00000232.wav,6_dB_fan\fan\id_04\abnormal\00000232.wav,10.0,16000,6
3026,fan,4,1,00000233.wav,6_dB_fan\fan\id_04\abnormal\00000233.wav,10.0,16000,6
3027,fan,4,1,00000234.wav,6_dB_fan\fan\id_04\abnormal\00000234.wav,10.0,16000,6
3028,fan,4,1,00000235.wav,6_dB_fan\fan\id_04\abnormal\00000235.wav,10.0,16000,6
3029,fan,4,1,00000236.wav,6_dB_fan\fan\id_04\abnormal\00000236.wav,10.0,16000,6
3030,fan,4,1,00000237.wav,6_dB_fan\fan\id_04\abnormal\00000237.wav,10.0,16000,6
3031,fan,4,1,00000238.wav,6_dB_fan\fan\id_04\abnormal\00000238.wav,10.0,16000,6
3032,fan,4,1,00000239.wav,6_dB_fan\fan\id_04\abnormal\00000239.wav,10.0,16000,6
3033,fan,4,1,00000240.wav,6_dB_fan\fan\id_04\abnormal\00000240.wav,10.0,16000,6
3034,fan,4,1,00000241.wav,6_dB_fan\fan\id_04\abnormal\00000241.wav,10.0,16000,6
3035,fan,4,1,00000242.wav,6_dB_fan\fan\id_04\abnormal\00000242.wav,10.0,16000,6
3036,fan,4,1,00000243.wav,6_dB_fan\fan\id_04\abnormal\00000243.wav,10.0,16000,6
3037,fan,4,1,00000244.wav,6_dB_fan\fan\id_04\abnormal\00000244.wav,10.0,16000,6
3038,fan,4,1,00000245.wav,6_dB_fan\fan\id_04\abnormal\00000245.wav,10.0,16000,6
3039,fan,4,1,00000246.wav,6_dB_fan\fan\id_04\abnormal\00000246.wav,10.0,16000,6
3040,fan,4,1,00000247.wav,6_dB_fan\fan\id_04\abnormal\00000247.wav,10.0,16000,6
3041,fan,4,1,00000248.wav,6_dB_fan\fan\id_04\abnormal\00000248.wav,10.0,16000,6
3042,fan,4,1,00000249.wav,6_dB_fan\fan\id_04\abnormal\00000249.wav,10.0,16000,6
3043,fan,4,1,00000250.wav,6_dB_fan\fan\id_04\abnormal\00000250.wav,10.0,16000,6
3044,fan,4,1,00000251.wav,6_dB_fan\fan\id_04\abnormal\00000251.wav,10.0,16000,6
3045,fan,4,1,00000252.wav,6_dB_fan\fan\id_04\abnormal\00000252.wav,10.0,16000,6
3046,fan,4,1,00000253.wav,6_dB_fan\fan\id_04\abnormal\00000253.wav,10.0,16000,6
3047,fan,4,1,00000254.wav,6_dB_fan\fan\id_04\abnormal\00000254.wav,10.0,16000,6
3048,fan,4,1,00000255.wav,6_dB_fan\fan\id_04\abnormal\00000255.wav,10.0,16000,6
3049,fan,4,1,00000256.wav,6_dB_fan\fan\id_04\abnormal\00000256.wav,10.0,16000,6
3050,fan,4,1,00000257.wav,6_dB_fan\fan\id_04\abnormal\00000257.wav,10.0,16000,6
3051,fan,4,1,00000258.wav,6_dB_fan\fan\id_04\abnormal\00000258.wav,10.0,16000,6
3052,fan,4,1,00000259.wav,6_dB_fan\fan\id_04\abnormal\00000259.wav,10.0,16000,6
3053,fan,4,1,00000260.wav,6_dB_fan\fan\id_04\abnormal\00000260.wav,10.0,16000,6
3054,fan,4,1,00000261.wav,6_dB_fan\fan\id_04\abnormal\00000261.wav,10.0,16000,6
3055,fan,4,1,00000262.wav,6_dB_fan\fan\id_04\abnormal\00000262.wav,10.0,16000,6
3056,fan,4,1,00000263.wav,6_dB_fan\fan\id_04\abnormal\00000263.wav,10.0,16000,6
3057,fan,4,1,00000264.wav,6_dB_fan\fan\id_04\abnormal\00000264.wav,10.0,16000,6
3058,fan,4,1,00000265.wav,6_dB_fan\fan\id_04\abnormal\00000265.wav,10.0,16000,6
3059,fan,4,1,00000266.wav,6_dB_fan\fan\id_04\abnormal\00000266.wav,10.0,16000,6
3060,fan,4,1,00000267.wav,6_dB_fan\fan\id_04\abnormal\00000267.wav,10.0,16000,6
3061,fan,4,1,00000268.wav,6_dB_fan\fan\id_04\abnormal\00000268.wav,10.0,16000,6
3062,fan,4,1,00000269.wav,6_dB_fan\fan\id_04\abnormal\00000269.wav,10.0,16000,6
3063,fan,4,1,00000270.wav,6_dB_fan\fan\id_04\abnormal\00000270.wav,10.0,16000,6
3064,fan,4,1,00000271.wav,6_dB_fan\fan\id_04\abnormal\00000271.wav,10.0,16000,6
3065,fan,4,1,00000272.wav,6_dB_fan\fan\id_04\abnormal\00000272.wav,10.0,16000,6
3066,fan,4,1,00000273.wav,6_dB_fan\fan\id_04\abnormal\00000273.wav,10.0,16000,6
3067,fan,4,1,00000274.wav,6_dB_fan\fan\id_04\abnormal\00000274.wav,10.0,16000,6
3068,fan,4,1,00000275.wav,6_dB_fan\fan\id_04\abnormal\00000275.wav,10.0,16000,6
3069,fan,4,1,00000276.wav,6_dB_fan\fan\id_04\abnormal\00000276.wav,10.0,16000,6
3070,fan,4,1,00000277.wav,6_dB_fan\fan\id_04\abnormal\00000277.wav,10.0,16000,6
3071,fan,4,1,00000278.wav,6_dB_fan\fan\id_04\abnormal\00000278.wav,10.0,16000,6
3072,fan,4,1,00000279.wav,6_dB_fan\fan\id_04\abnormal\00000279.wav,10.0,16000,6
3073,fan,4,1,00000280.wav,6_dB_fan\fan\id_04\abnormal\00000280.wav,10.0,16000,6
3074,fan,4,1,00000281.wav,6_dB_fan\fan\id_04\abnormal\00000281.wav,10.0,16000,6
3075,fan,4,1,00000282.wav,6_dB_fan\fan\id_04\abnormal\00000282.wav,10.0,16000,6
3076,fan,4,1,00000283.wav,6_dB_fan\fan\id_04\abnormal\00000283.wav,10.0,16000,6
3077,fan,4,1,00000284.wav,6_dB_fan\fan\id_04\abnormal\00000284.wav,10.0,16000,6
3078,fan,4,1,00000285.wav,6_dB_fan\fan\id_04\abnormal\00000285.wav,10.0,16000,6
3079,fan,4,1,00000286.wav,6_dB_fan\fan\id_04\abnormal\00000286.wav,10.0,16000,6
3080,fan,4,1,00000287.wav,6_dB_fan\fan\id_04\abnormal\00000287.wav,10.0,16000,6
3081,fan,4,1,00000288.wav,6_dB_fan\fan\id_04\abnormal\00000288.wav,10.0,16000,6
3082,fan,4,1,00000289.wav,6_dB_fan\fan\id_04\abnormal\00000289.wav,10.0,16000,6
3083,fan,4,1,00000290.wav,6_dB_fan\fan\id_04\abnormal\00000290.wav,10.0,16000,6
3084,fan,4,1,00000291.wav,6_dB_fan\fan\id_04\abnormal\00000291.wav,10.0,16000,6
3085,fan,4,1,00000292.wav,6_dB_fan\fan\id_04\abnormal\00000292.wav,10.0,16000,6
3086,fan,4,1,00000293.wav,6_dB_fan\fan\id_04\abnormal\00000293.wav,10.0,16000,6
3087,fan,4,1,00000294.wav,6_dB_fan\fan\id_04\abnormal\00000294.wav,10.0,16000,6
3088,fan,4,1,00000295.wav,6_dB_fan\fan\id_04\abnormal\00000295.wav,10.0,16000,6
3089,fan,4,1,00000296.wav,6_dB_fan\fan\id_04\abnormal\00000296.wav,10.0,16000,6
3090,fan,4,1,00000297.wav,6_dB_fan\fan\id_04\abnormal\00000297.wav,10.0,16000,6
3091,fan,4,1,00000298.wav,6_dB_fan\fan\id_04\abnormal\00000298.wav,10.0,16000,6
3092,fan,4,1,00000299.wav,6_dB_fan\fan\id_04\abnormal\00000299.wav,10.0,16000,6
3093,fan,4,1,00000300.wav,6_dB_fan\fan\id_04\abnormal\00000300.wav,10.0,16000,6
3094,fan,4,1,00000301.wav,6_dB_fan\fan\id_04\abnormal\00000301.wav,10.0,16000,6
3095,fan,4,1,00000302.wav,6_dB_fan\fan\id_04\abnormal\00000302.wav,10.0,16000,6
3096,fan,4,1,00000303.wav,6_dB_fan\fan\id_04\abnormal\00000303.wav,10.0,16000,6
3097,fan,4,1,00000304.wav,6_dB_fan\fan\id_04\abnormal\00000304.wav,10.0,16000,6
3098,fan,4,1,00000305.wav,6_dB_fan\fan\id_04\abnormal\00000305.wav,10.0,16000,6
3099,fan,4,1,00000306.wav,6_dB_fan\fan\id_04\abnormal\00000306.wav,10.0,16000,6
3100,fan,4,1,00000307.wav,6_dB_fan\fan\id_04\abnormal\00000307.wav,10.0,16000,6
3101,fan,4,1,00000308.wav,6_dB_fan\fan\id_04\abnormal\00000308.wav,10.0,16000,6
3102,fan,4,1,00000309.wav,6_dB_fan\fan\id_04\abnormal\00000309.wav,10.0,16000,6
3103,fan,4,1,00000310.wav,6_dB_fan\fan\id_04\abnormal\00000310.wav,10.0,16000,6
3104,fan,4,1,00000311.wav,6_dB_fan\fan\id_04\abnormal\00000311.wav,10.0,16000,6
3105,fan,4,1,00000312.wav,6_dB_fan\fan\id_04\abnormal\00000312.wav,10.0,16000,6
3106,fan,4,1,00000313.wav,6_dB_fan\fan\id_04\abnormal\00000313.wav,10.0,16000,6
3107,fan,4,1,00000314.wav,6_dB_fan\fan\id_04\abnormal\00000314.wav,10.0,16000,6
3108,fan,4,1,00000315.wav,6_dB_fan\fan\id_04\abnormal\00000315.wav,10.0,16000,6
3109,fan,4,1,00000316.wav,6_dB_fan\fan\id_04\abnormal\00000316.wav,10.0,16000,6
3110,fan,4,1,00000317.wav,6_dB_fan\fan\id_04\abnormal\00000317.wav,10.0,16000,6
3111,fan,4,1,00000318.wav,6_dB_fan\fan\id_04\abnormal\00000318.wav,10.0,16000,6
3112,fan,4,1,00000319.wav,6_dB_fan\fan\id_04\abnormal\00000319.wav,10.0,16000,6
3113,fan,4,1,00000320.wav,6_dB_fan\fan\id_04\abnormal\00000320.wav,10.0,16000,6
3114,fan,4,1,00000321.wav,6_dB_fan\fan\id_04\abnormal\00000321.wav,10.0,16000,6
3115,fan,4,1,00000322.wav,6_dB_fan\fan\id_04\abnormal\00000322.wav,10.0,16000,6
3116,fan,4,1,00000323.wav,6_dB_fan\fan\id_04\abnormal\00000323.wav,10.0,16000,6
3117,fan,4,1,00000324.wav,6_dB_fan\fan\id_04\abnormal\00000324.wav,10.0,16000,6
3118,fan,4,1,00000325.wav,6_dB_fan\fan\id_04\abnormal\00000325.wav,10.0,16000,6
3119,fan,4,1,00000326.wav,6_dB_fan\fan\id_04\abnormal\00000326.wav,10.0,16000,6
3120,fan,4,1,00000327.wav,6_dB_fan\fan\id_04\abnormal\00000327.wav,10.0,16000,6
3121,fan,4,1,00000328.wav,6_dB_fan\fan\id_04\abnormal\00000328.wav,10.0,16000,6
3122,fan,4,1,00000329.wav,6_dB_fan\fan\id_04\abnormal\00000329.wav,10.0,16000,6
3123,fan,4,1,00000330.wav,6_dB_fan\fan\id_04\abnormal\00000330.wav,10.0,16000,6
3124,fan,4,1,00000331.wav,6_dB_fan\fan\id_04\abnormal\00000331.wav,10.0,16000,6
3125,fan,4,1,00000332.wav,6_dB_fan\fan\id_04\abnormal\00000332.wav,10.0,16000,6
3126,fan,4,1,00000333.wav,6_dB_fan\fan\id_04\abnormal\00000333.wav,10.0,16000,6
3127,fan,4,1,00000334.wav,6_dB_fan\fan\id_04\abnormal\00000334.wav,10.0,16000,6
3128,fan,4,1,00000335.wav,6_dB_fan\fan\id_04\abnormal\00000335.wav,10.0,16000,6
3129,fan,4,1,00000336.wav,6_dB_fan\fan\id_04\abnormal\00000336.wav,10.0,16000,6
3130,fan,4,1,00000337.wav,6_dB_fan\fan\id_04\abnormal\00000337.wav,10.0,16000,6
3131,fan,4,1,00000338.wav,6_dB_fan\fan\id_04\abnormal\00000338.wav,10.0,16000,6
3132,fan,4,1,00000339.wav,6_dB_fan\fan\id_04\abnormal\00000339.wav,10.0,16000,6
3133,fan,4,1,00000340.wav,6_dB_fan\fan\id_04\abnormal\00000340.wav,10.0,16000,6
3134,fan,4,1,00000341.wav,6_dB_fan\fan\id_04\abnormal\00000341.wav,10.0,16000,6
3135,fan,4,1,00000342.wav,6_dB_fan\fan\id_04\abnormal\00000342.wav,10.0,16000,6
3136,fan,4,1,00000343.wav,6_dB_fan\fan\id_04\abnormal\00000343.wav,10.0,16000,6
3137,fan,4,1,00000344.wav,6_dB_fan\fan\id_04\abnormal\00000344.wav,10.0,16000,6
3138,fan,4,1,00000345.wav,6_dB_fan\fan\id_04\abnormal\00000345.wav,10.0,16000,6
3139,fan,4,1,00000346.wav,6_dB_fan\fan\id_04\abnormal\00000346.wav,10.0,16000,6
3140,fan,4,1,00000347.wav,6_dB_fan\fan\id_04\abnormal\00000347.wav,10.0,16000,6
3141,fan,4,0,00000000.wav,6_dB_fan\fan\id_04\normal\00000000.wav,10.0,16000,6
3142,fan,4,0,00000001.wav,6_dB_fan\fan\id_04\normal\00000001.wav,10.0,16000,6
3143,fan,4,0,00000002.wav,6_dB_fan\fan\id_04\normal\00000002.wav,10.0,16000,6
3144,fan,4,0,00000003.wav,6_dB_fan\fan\id_04\normal\00000003.wav,10.0,16000,6
3145,fan,4,0,00000004.wav,6_dB_fan\fan\id_04\normal\00000004.wav,10.0,16000,6
3146,fan,4,0,00000005.wav,6_dB_fan\fan\id_04\normal\00000005.wav,10.0,16000,6
3147,fan,4,0,00000006.wav,6_dB_fan\fan\id_04\normal\00000006.wav,10.0,16000,6
3148,fan,4,0,00000007.wav,6_dB_fan\fan\id_04\normal\00000007.wav,10.0,16000,6
3149,fan,4,0,00000008.wav,6_dB_fan\fan\id_04\normal\00000008.wav,10.0,16000,6
3150,fan,4,0,00000009.wav,6_dB_fan\fan\id_04\normal\00000009.wav,10.0,16000,6
3151,fan,4,0,00000010.wav,6_dB_fan\fan\id_04\normal\00000010.wav,10.0,16000,6
3152,fan,4,0,00000011.wav,6_dB_fan\fan\id_04\normal\00000011.wav,10.0,16000,6
3153,fan,4,0,00000012.wav,6_dB_fan\fan\id_04\normal\00000012.wav,10.0,16000,6
3154,fan,4,0,00000013.wav,6_dB_fan\fan\id_04\normal\00000013.wav,10.0,16000,6
3155,fan,4,0,00000014.wav,6_dB_fan\fan\id_04\normal\00000014.wav,10.0,16000,6
3156,fan,4,0,00000015.wav,6_dB_fan\fan\id_04\normal\00000015.wav,10.0,16000,6
3157,fan,4,0,00000016.wav,6_dB_fan\fan\id_04\normal\00000016.wav,10.0,16000,6
3158,fan,4,0,00000017.wav,6_dB_fan\fan\id_04\normal\00000017.wav,10.0,16000,6
3159,fan,4,0,00000018.wav,6_dB_fan\fan\id_04\normal\00000018.wav,10.0,16000,6
3160,fan,4,0,00000019.wav,6_dB_fan\fan\id_04\normal\00000019.wav,10.0,16000,6
3161,fan,4,0,00000020.wav,6_dB_fan\fan\id_04\normal\00000020.wav,10.0,16000,6
3162,fan,4,0,00000021.wav,6_dB_fan\fan\id_04\normal\00000021.wav,10.0,16000,6
3163,fan,4,0,00000022.wav,6_dB_fan\fan\id_04\normal\00000022.wav,10.0,16000,6
3164,fan,4,0,00000023.wav,6_dB_fan\fan\id_04\normal\00000023.wav,10.0,16000,6
3165,fan,4,0,00000024.wav,6_dB_fan\fan\id_04\normal\00000024.wav,10.0,16000,6
3166,fan,4,0,00000025.wav,6_dB_fan\fan\id_04\normal\00000025.wav,10.0,16000,6
3167,fan,4,0,00000026.wav,6_dB_fan\fan\id_04\normal\00000026.wav,10.0,16000,6
3168,fan,4,0,00000027.wav,6_dB_fan\fan\id_04\normal\00000027.wav,10.0,16000,6
3169,fan,4,0,00000028.wav,6_dB_fan\fan\id_04\normal\00000028.wav,10.0,16000,6
3170,fan,4,0,00000029.wav,6_dB_fan\fan\id_04\normal\00000029.wav,10.0,16000,6
3171,fan,4,0,00000030.wav,6_dB_fan\fan\id_04\normal\00000030.wav,10.0,16000,6
3172,fan,4,0,00000031.wav,6_dB_fan\fan\id_04\normal\00000031.wav,10.0,16000,6
3173,fan,4,0,00000032.wav,6_dB_fan\fan\id_04\normal\00000032.wav,10.0,16000,6
3174,fan,4,0,00000033.wav,6_dB_fan\fan\id_04\normal\00000033.wav,10.0,16000,6
3175,fan,4,0,00000034.wav,6_dB_fan\fan\id_04\normal\00000034.wav,10.0,16000,6
3176,fan,4,0,00000035.wav,6_dB_fan\fan\id_04\normal\00000035.wav,10.0,16000,6
3177,fan,4,0,00000036.wav,6_dB_fan\fan\id_04\normal\00000036.wav,10.0,16000,6
3178,fan,4,0,00000037.wav,6_dB_fan\fan\id_04\normal\00000037.wav,10.0,16000,6
3179,fan,4,0,00000038.wav,6_dB_fan\fan\id_04\normal\00000038.wav,10.0,16000,6
3180,fan,4,0,00000039.wav,6_dB_fan\fan\id_04\normal\00000039.wav,10.0,16000,6
3181,fan,4,0,00000040.wav,6_dB_fan\fan\id_04\normal\00000040.wav,10.0,16000,6
3182,fan,4,0,00000041.wav,6_dB_fan\fan\id_04\normal\00000041.wav,10.0,16000,6
3183,fan,4,0,00000042.wav,6_dB_fan\fan\id_04\normal\00000042.wav,10.0,16000,6
3184,fan,4,0,00000043.wav,6_dB_fan\fan\id_04\normal\00000043.wav,10.0,16000,6
3185,fan,4,0,00000044.wav,6_dB_fan\fan\id_04\normal\00000044.wav,10.0,16000,6
3186,fan,4,0,00000045.wav,6_dB_fan\fan\id_04\normal\00000045.wav,10.0,16000,6
3187,fan,4,0,00000046.wav,6_dB_fan\fan\id_04\normal\00000046.wav,10.0,16000,6
3188,fan,4,0,00000047.wav,6_dB_fan\fan\id_04\normal\00000047.wav,10.0,16000,6
3189,fan,4,0,00000048.wav,6_dB_fan\fan\id_04\normal\00000048.wav,10.0,16000,6
3190,fan,4,0,00000049.wav,6_dB_fan\fan\id_04\normal\00000049.wav,10.0,16000,6
3191,fan,4,0,00000050.wav,6_dB_fan\fan\id_04\normal\00000050.wav,10.0,16000,6
3192,fan,4,0,00000051.wav,6_dB_fan\fan\id_04\normal\00000051.wav,10.0,16000,6
3193,fan,4,0,00000052.wav,6_dB_fan\fan\id_04\normal\00000052.wav,10.0,16000,6
3194,fan,4,0,00000053.wav,6_dB_fan\fan\id_04\normal\00000053.wav,10.0,16000,6
3195,fan,4,0,00000054.wav,6_dB_fan\fan\id_04\normal\00000054.wav,10.0,16000,6
3196,fan,4,0,00000055.wav,6_dB_fan\fan\id_04\normal\00000055.wav,10.0,16000,6
3197,fan,4,0,00000056.wav,6_dB_fan\fan\id_04\normal\00000056.wav,10.0,16000,6
3198,fan,4,0,00000057.wav,6_dB_fan\fan\id_04\normal\00000057.wav,10.0,16000,6
