,anomaly,machine_type,model_type,length,filename,file_path
1118,0,fan,id_00,10.0,00000711.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000711.wav
1119,0,fan,id_00,10.0,00000712.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000712.wav
1120,0,fan,id_00,10.0,00000713.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000713.wav
1121,0,fan,id_00,10.0,00000714.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000714.wav
1122,0,fan,id_00,10.0,00000715.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000715.wav
1123,0,fan,id_00,10.0,00000716.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000716.wav
1124,0,fan,id_00,10.0,00000717.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000717.wav
1125,0,fan,id_00,10.0,00000718.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000718.wav
1126,0,fan,id_00,10.0,00000719.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000719.wav
1127,0,fan,id_00,10.0,00000720.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000720.wav
1128,0,fan,id_00,10.0,00000721.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000721.wav
1129,0,fan,id_00,10.0,00000722.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000722.wav
1130,0,fan,id_00,10.0,00000723.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000723.wav
1131,0,fan,id_00,10.0,00000724.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000724.wav
1132,0,fan,id_00,10.0,00000725.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000725.wav
1133,0,fan,id_00,10.0,00000726.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000726.wav
1134,0,fan,id_00,10.0,00000727.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000727.wav
1135,0,fan,id_00,10.0,00000728.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000728.wav
1136,0,fan,id_00,10.0,00000729.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000729.wav
1137,0,fan,id_00,10.0,00000730.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000730.wav
1138,0,fan,id_00,10.0,00000731.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000731.wav
1139,0,fan,id_00,10.0,00000732.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000732.wav
1140,0,fan,id_00,10.0,00000733.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000733.wav
1141,0,fan,id_00,10.0,00000734.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000734.wav
1142,0,fan,id_00,10.0,00000735.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000735.wav
1143,0,fan,id_00,10.0,00000736.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000736.wav
1144,0,fan,id_00,10.0,00000737.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000737.wav
1145,0,fan,id_00,10.0,00000738.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000738.wav
1146,0,fan,id_00,10.0,00000739.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000739.wav
1147,0,fan,id_00,10.0,00000740.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000740.wav
1148,0,fan,id_00,10.0,00000741.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000741.wav
1149,0,fan,id_00,10.0,00000742.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000742.wav
1150,0,fan,id_00,10.0,00000743.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000743.wav
1151,0,fan,id_00,10.0,00000744.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000744.wav
1152,0,fan,id_00,10.0,00000745.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000745.wav
1153,0,fan,id_00,10.0,00000746.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000746.wav
1154,0,fan,id_00,10.0,00000747.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000747.wav
1155,0,fan,id_00,10.0,00000748.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000748.wav
1156,0,fan,id_00,10.0,00000749.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000749.wav
1157,0,fan,id_00,10.0,00000750.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000750.wav
1158,0,fan,id_00,10.0,00000751.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000751.wav
1159,0,fan,id_00,10.0,00000752.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000752.wav
1160,0,fan,id_00,10.0,00000753.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000753.wav
1161,0,fan,id_00,10.0,00000754.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000754.wav
1162,0,fan,id_00,10.0,00000755.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000755.wav
1163,0,fan,id_00,10.0,00000756.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000756.wav
1164,0,fan,id_00,10.0,00000757.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000757.wav
1165,0,fan,id_00,10.0,00000758.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000758.wav
1166,0,fan,id_00,10.0,00000759.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000759.wav
1167,0,fan,id_00,10.0,00000760.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000760.wav
1168,0,fan,id_00,10.0,00000761.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000761.wav
1169,0,fan,id_00,10.0,00000762.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000762.wav
1170,0,fan,id_00,10.0,00000763.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000763.wav
1171,0,fan,id_00,10.0,00000764.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000764.wav
1172,0,fan,id_00,10.0,00000765.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000765.wav
1173,0,fan,id_00,10.0,00000766.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000766.wav
1174,0,fan,id_00,10.0,00000767.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000767.wav
1175,0,fan,id_00,10.0,00000768.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000768.wav
1176,0,fan,id_00,10.0,00000769.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000769.wav
1177,0,fan,id_00,10.0,00000770.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000770.wav
1178,0,fan,id_00,10.0,00000771.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000771.wav
1179,0,fan,id_00,10.0,00000772.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000772.wav
1180,0,fan,id_00,10.0,00000773.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000773.wav
1181,0,fan,id_00,10.0,00000774.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000774.wav
1182,0,fan,id_00,10.0,00000775.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000775.wav
1183,0,fan,id_00,10.0,00000776.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000776.wav
1184,0,fan,id_00,10.0,00000777.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000777.wav
1185,0,fan,id_00,10.0,00000778.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000778.wav
1186,0,fan,id_00,10.0,00000779.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000779.wav
1187,0,fan,id_00,10.0,00000780.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000780.wav
1188,0,fan,id_00,10.0,00000781.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000781.wav
1189,0,fan,id_00,10.0,00000782.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000782.wav
1190,0,fan,id_00,10.0,00000783.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000783.wav
1191,0,fan,id_00,10.0,00000784.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000784.wav
1192,0,fan,id_00,10.0,00000785.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000785.wav
1193,0,fan,id_00,10.0,00000786.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000786.wav
1194,0,fan,id_00,10.0,00000787.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000787.wav
1195,0,fan,id_00,10.0,00000788.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000788.wav
1196,0,fan,id_00,10.0,00000789.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000789.wav
1197,0,fan,id_00,10.0,00000790.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000790.wav
1198,0,fan,id_00,10.0,00000791.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000791.wav
1199,0,fan,id_00,10.0,00000792.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000792.wav
1200,0,fan,id_00,10.0,00000793.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000793.wav
1201,0,fan,id_00,10.0,00000794.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000794.wav
1202,0,fan,id_00,10.0,00000795.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000795.wav
1203,0,fan,id_00,10.0,00000796.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000796.wav
1204,0,fan,id_00,10.0,00000797.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000797.wav
1205,0,fan,id_00,10.0,00000798.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000798.wav
1206,0,fan,id_00,10.0,00000799.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000799.wav
1207,0,fan,id_00,10.0,00000800.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000800.wav
1208,0,fan,id_00,10.0,00000801.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000801.wav
1209,0,fan,id_00,10.0,00000802.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000802.wav
1210,0,fan,id_00,10.0,00000803.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000803.wav
1211,0,fan,id_00,10.0,00000804.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000804.wav
1212,0,fan,id_00,10.0,00000805.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000805.wav
1213,0,fan,id_00,10.0,00000806.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000806.wav
1214,0,fan,id_00,10.0,00000807.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000807.wav
1215,0,fan,id_00,10.0,00000808.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000808.wav
1216,0,fan,id_00,10.0,00000809.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000809.wav
1217,0,fan,id_00,10.0,00000810.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000810.wav
1218,0,fan,id_00,10.0,00000811.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000811.wav
1219,0,fan,id_00,10.0,00000812.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000812.wav
1220,0,fan,id_00,10.0,00000813.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000813.wav
1221,0,fan,id_00,10.0,00000814.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000814.wav
1222,0,fan,id_00,10.0,00000815.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000815.wav
1223,0,fan,id_00,10.0,00000816.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000816.wav
1224,0,fan,id_00,10.0,00000817.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000817.wav
1225,0,fan,id_00,10.0,00000818.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000818.wav
1226,0,fan,id_00,10.0,00000819.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000819.wav
1227,0,fan,id_00,10.0,00000820.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000820.wav
1228,0,fan,id_00,10.0,00000821.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000821.wav
1229,0,fan,id_00,10.0,00000822.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000822.wav
1230,0,fan,id_00,10.0,00000823.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000823.wav
1231,0,fan,id_00,10.0,00000824.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000824.wav
1232,0,fan,id_00,10.0,00000825.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000825.wav
1233,0,fan,id_00,10.0,00000826.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000826.wav
1234,0,fan,id_00,10.0,00000827.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000827.wav
1235,0,fan,id_00,10.0,00000828.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000828.wav
1236,0,fan,id_00,10.0,00000829.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000829.wav
1237,0,fan,id_00,10.0,00000830.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000830.wav
1238,0,fan,id_00,10.0,00000831.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000831.wav
1239,0,fan,id_00,10.0,00000832.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000832.wav
1240,0,fan,id_00,10.0,00000833.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000833.wav
1241,0,fan,id_00,10.0,00000834.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000834.wav
1242,0,fan,id_00,10.0,00000835.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000835.wav
1243,0,fan,id_00,10.0,00000836.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000836.wav
1244,0,fan,id_00,10.0,00000837.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000837.wav
1245,0,fan,id_00,10.0,00000838.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000838.wav
1246,0,fan,id_00,10.0,00000839.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000839.wav
1247,0,fan,id_00,10.0,00000840.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000840.wav
1248,0,fan,id_00,10.0,00000841.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000841.wav
1249,0,fan,id_00,10.0,00000842.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000842.wav
1250,0,fan,id_00,10.0,00000843.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000843.wav
1251,0,fan,id_00,10.0,00000844.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000844.wav
1252,0,fan,id_00,10.0,00000845.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000845.wav
1253,0,fan,id_00,10.0,00000846.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000846.wav
1254,0,fan,id_00,10.0,00000847.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000847.wav
1255,0,fan,id_00,10.0,00000848.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000848.wav
1256,0,fan,id_00,10.0,00000849.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000849.wav
1257,0,fan,id_00,10.0,00000850.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000850.wav
1258,0,fan,id_00,10.0,00000851.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000851.wav
1259,0,fan,id_00,10.0,00000852.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000852.wav
1260,0,fan,id_00,10.0,00000853.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000853.wav
1261,0,fan,id_00,10.0,00000854.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000854.wav
1262,0,fan,id_00,10.0,00000855.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000855.wav
1263,0,fan,id_00,10.0,00000856.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000856.wav
1264,0,fan,id_00,10.0,00000857.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000857.wav
1265,0,fan,id_00,10.0,00000858.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000858.wav
1266,0,fan,id_00,10.0,00000859.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000859.wav
1267,0,fan,id_00,10.0,00000860.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000860.wav
1268,0,fan,id_00,10.0,00000861.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000861.wav
1269,0,fan,id_00,10.0,00000862.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000862.wav
1270,0,fan,id_00,10.0,00000863.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000863.wav
1271,0,fan,id_00,10.0,00000864.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000864.wav
1272,0,fan,id_00,10.0,00000865.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000865.wav
1273,0,fan,id_00,10.0,00000866.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000866.wav
1274,0,fan,id_00,10.0,00000867.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000867.wav
1275,0,fan,id_00,10.0,00000868.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000868.wav
1276,0,fan,id_00,10.0,00000869.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000869.wav
1277,0,fan,id_00,10.0,00000870.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000870.wav
1278,0,fan,id_00,10.0,00000871.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000871.wav
1279,0,fan,id_00,10.0,00000872.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000872.wav
1280,0,fan,id_00,10.0,00000873.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000873.wav
1281,0,fan,id_00,10.0,00000874.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000874.wav
1282,0,fan,id_00,10.0,00000875.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000875.wav
1283,0,fan,id_00,10.0,00000876.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000876.wav
1284,0,fan,id_00,10.0,00000877.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000877.wav
1285,0,fan,id_00,10.0,00000878.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000878.wav
1286,0,fan,id_00,10.0,00000879.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000879.wav
1287,0,fan,id_00,10.0,00000880.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000880.wav
1288,0,fan,id_00,10.0,00000881.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000881.wav
1289,0,fan,id_00,10.0,00000882.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000882.wav
1290,0,fan,id_00,10.0,00000883.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000883.wav
1291,0,fan,id_00,10.0,00000884.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000884.wav
1292,0,fan,id_00,10.0,00000885.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000885.wav
1293,0,fan,id_00,10.0,00000886.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000886.wav
1294,0,fan,id_00,10.0,00000887.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000887.wav
1295,0,fan,id_00,10.0,00000888.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000888.wav
1296,0,fan,id_00,10.0,00000889.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\normal\00000889.wav
