,file_no,machine,model,anomaly,file_name,file_rel_path,duration_s,fs_Hz,SNR_dB
1004,1004,fan,0,0,00000597.wav,6_dB_fan\fan\id_00\normal\00000597.wav,10.0,16000,6
1005,1005,fan,0,0,00000598.wav,6_dB_fan\fan\id_00\normal\00000598.wav,10.0,16000,6
1006,1006,fan,0,0,00000599.wav,6_dB_fan\fan\id_00\normal\00000599.wav,10.0,16000,6
1007,1007,fan,0,0,00000600.wav,6_dB_fan\fan\id_00\normal\00000600.wav,10.0,16000,6
1008,1008,fan,0,0,00000601.wav,6_dB_fan\fan\id_00\normal\00000601.wav,10.0,16000,6
1009,1009,fan,0,0,00000602.wav,6_dB_fan\fan\id_00\normal\00000602.wav,10.0,16000,6
1010,1010,fan,0,0,00000603.wav,6_dB_fan\fan\id_00\normal\00000603.wav,10.0,16000,6
1011,1011,fan,0,0,00000604.wav,6_dB_fan\fan\id_00\normal\00000604.wav,10.0,16000,6
1012,1012,fan,0,0,00000605.wav,6_dB_fan\fan\id_00\normal\00000605.wav,10.0,16000,6
1013,1013,fan,0,0,00000606.wav,6_dB_fan\fan\id_00\normal\00000606.wav,10.0,16000,6
1014,1014,fan,0,0,00000607.wav,6_dB_fan\fan\id_00\normal\00000607.wav,10.0,16000,6
1015,1015,fan,0,0,00000608.wav,6_dB_fan\fan\id_00\normal\00000608.wav,10.0,16000,6
1016,1016,fan,0,0,00000609.wav,6_dB_fan\fan\id_00\normal\00000609.wav,10.0,16000,6
1017,1017,fan,0,0,00000610.wav,6_dB_fan\fan\id_00\normal\00000610.wav,10.0,16000,6
1018,1018,fan,0,0,00000611.wav,6_dB_fan\fan\id_00\normal\00000611.wav,10.0,16000,6
1019,1019,fan,0,0,00000612.wav,6_dB_fan\fan\id_00\normal\00000612.wav,10.0,16000,6
1020,1020,fan,0,0,00000613.wav,6_dB_fan\fan\id_00\normal\00000613.wav,10.0,16000,6
1021,1021,fan,0,0,00000614.wav,6_dB_fan\fan\id_00\normal\00000614.wav,10.0,16000,6
1022,1022,fan,0,0,00000615.wav,6_dB_fan\fan\id_00\normal\00000615.wav,10.0,16000,6
1023,1023,fan,0,0,00000616.wav,6_dB_fan\fan\id_00\normal\00000616.wav,10.0,16000,6
1024,1024,fan,0,0,00000617.wav,6_dB_fan\fan\id_00\normal\00000617.wav,10.0,16000,6
1025,1025,fan,0,0,00000618.wav,6_dB_fan\fan\id_00\normal\00000618.wav,10.0,16000,6
1026,1026,fan,0,0,00000619.wav,6_dB_fan\fan\id_00\normal\00000619.wav,10.0,16000,6
1027,1027,fan,0,0,00000620.wav,6_dB_fan\fan\id_00\normal\00000620.wav,10.0,16000,6
1028,1028,fan,0,0,00000621.wav,6_dB_fan\fan\id_00\normal\00000621.wav,10.0,16000,6
1029,1029,fan,0,0,00000622.wav,6_dB_fan\fan\id_00\normal\00000622.wav,10.0,16000,6
1030,1030,fan,0,0,00000623.wav,6_dB_fan\fan\id_00\normal\00000623.wav,10.0,16000,6
1031,1031,fan,0,0,00000624.wav,6_dB_fan\fan\id_00\normal\00000624.wav,10.0,16000,6
1032,1032,fan,0,0,00000625.wav,6_dB_fan\fan\id_00\normal\00000625.wav,10.0,16000,6
1033,1033,fan,0,0,00000626.wav,6_dB_fan\fan\id_00\normal\00000626.wav,10.0,16000,6
1034,1034,fan,0,0,00000627.wav,6_dB_fan\fan\id_00\normal\00000627.wav,10.0,16000,6
1035,1035,fan,0,0,00000628.wav,6_dB_fan\fan\id_00\normal\00000628.wav,10.0,16000,6
1036,1036,fan,0,0,00000629.wav,6_dB_fan\fan\id_00\normal\00000629.wav,10.0,16000,6
1037,1037,fan,0,0,00000630.wav,6_dB_fan\fan\id_00\normal\00000630.wav,10.0,16000,6
1038,1038,fan,0,0,00000631.wav,6_dB_fan\fan\id_00\normal\00000631.wav,10.0,16000,6
1039,1039,fan,0,0,00000632.wav,6_dB_fan\fan\id_00\normal\00000632.wav,10.0,16000,6
1040,1040,fan,0,0,00000633.wav,6_dB_fan\fan\id_00\normal\00000633.wav,10.0,16000,6
1041,1041,fan,0,0,00000634.wav,6_dB_fan\fan\id_00\normal\00000634.wav,10.0,16000,6
1042,1042,fan,0,0,00000635.wav,6_dB_fan\fan\id_00\normal\00000635.wav,10.0,16000,6
1043,1043,fan,0,0,00000636.wav,6_dB_fan\fan\id_00\normal\00000636.wav,10.0,16000,6
1044,1044,fan,0,0,00000637.wav,6_dB_fan\fan\id_00\normal\00000637.wav,10.0,16000,6
1045,1045,fan,0,0,00000638.wav,6_dB_fan\fan\id_00\normal\00000638.wav,10.0,16000,6
1046,1046,fan,0,0,00000639.wav,6_dB_fan\fan\id_00\normal\00000639.wav,10.0,16000,6
1047,1047,fan,0,0,00000640.wav,6_dB_fan\fan\id_00\normal\00000640.wav,10.0,16000,6
1048,1048,fan,0,0,00000641.wav,6_dB_fan\fan\id_00\normal\00000641.wav,10.0,16000,6
1049,1049,fan,0,0,00000642.wav,6_dB_fan\fan\id_00\normal\00000642.wav,10.0,16000,6
1050,1050,fan,0,0,00000643.wav,6_dB_fan\fan\id_00\normal\00000643.wav,10.0,16000,6
1051,1051,fan,0,0,00000644.wav,6_dB_fan\fan\id_00\normal\00000644.wav,10.0,16000,6
1052,1052,fan,0,0,00000645.wav,6_dB_fan\fan\id_00\normal\00000645.wav,10.0,16000,6
1053,1053,fan,0,0,00000646.wav,6_dB_fan\fan\id_00\normal\00000646.wav,10.0,16000,6
1054,1054,fan,0,0,00000647.wav,6_dB_fan\fan\id_00\normal\00000647.wav,10.0,16000,6
1055,1055,fan,0,0,00000648.wav,6_dB_fan\fan\id_00\normal\00000648.wav,10.0,16000,6
1056,1056,fan,0,0,00000649.wav,6_dB_fan\fan\id_00\normal\00000649.wav,10.0,16000,6
1057,1057,fan,0,0,00000650.wav,6_dB_fan\fan\id_00\normal\00000650.wav,10.0,16000,6
1058,1058,fan,0,0,00000651.wav,6_dB_fan\fan\id_00\normal\00000651.wav,10.0,16000,6
1059,1059,fan,0,0,00000652.wav,6_dB_fan\fan\id_00\normal\00000652.wav,10.0,16000,6
1060,1060,fan,0,0,00000653.wav,6_dB_fan\fan\id_00\normal\00000653.wav,10.0,16000,6
1061,1061,fan,0,0,00000654.wav,6_dB_fan\fan\id_00\normal\00000654.wav,10.0,16000,6
1062,1062,fan,0,0,00000655.wav,6_dB_fan\fan\id_00\normal\00000655.wav,10.0,16000,6
1063,1063,fan,0,0,00000656.wav,6_dB_fan\fan\id_00\normal\00000656.wav,10.0,16000,6
1064,1064,fan,0,0,00000657.wav,6_dB_fan\fan\id_00\normal\00000657.wav,10.0,16000,6
1065,1065,fan,0,0,00000658.wav,6_dB_fan\fan\id_00\normal\00000658.wav,10.0,16000,6
1066,1066,fan,0,0,00000659.wav,6_dB_fan\fan\id_00\normal\00000659.wav,10.0,16000,6
1067,1067,fan,0,0,00000660.wav,6_dB_fan\fan\id_00\normal\00000660.wav,10.0,16000,6
1068,1068,fan,0,0,00000661.wav,6_dB_fan\fan\id_00\normal\00000661.wav,10.0,16000,6
1069,1069,fan,0,0,00000662.wav,6_dB_fan\fan\id_00\normal\00000662.wav,10.0,16000,6
1070,1070,fan,0,0,00000663.wav,6_dB_fan\fan\id_00\normal\00000663.wav,10.0,16000,6
1071,1071,fan,0,0,00000664.wav,6_dB_fan\fan\id_00\normal\00000664.wav,10.0,16000,6
1072,1072,fan,0,0,00000665.wav,6_dB_fan\fan\id_00\normal\00000665.wav,10.0,16000,6
1073,1073,fan,0,0,00000666.wav,6_dB_fan\fan\id_00\normal\00000666.wav,10.0,16000,6
1074,1074,fan,0,0,00000667.wav,6_dB_fan\fan\id_00\normal\00000667.wav,10.0,16000,6
1075,1075,fan,0,0,00000668.wav,6_dB_fan\fan\id_00\normal\00000668.wav,10.0,16000,6
1076,1076,fan,0,0,00000669.wav,6_dB_fan\fan\id_00\normal\00000669.wav,10.0,16000,6
1077,1077,fan,0,0,00000670.wav,6_dB_fan\fan\id_00\normal\00000670.wav,10.0,16000,6
1078,1078,fan,0,0,00000671.wav,6_dB_fan\fan\id_00\normal\00000671.wav,10.0,16000,6
1079,1079,fan,0,0,00000672.wav,6_dB_fan\fan\id_00\normal\00000672.wav,10.0,16000,6
1080,1080,fan,0,0,00000673.wav,6_dB_fan\fan\id_00\normal\00000673.wav,10.0,16000,6
1081,1081,fan,0,0,00000674.wav,6_dB_fan\fan\id_00\normal\00000674.wav,10.0,16000,6
1082,1082,fan,0,0,00000675.wav,6_dB_fan\fan\id_00\normal\00000675.wav,10.0,16000,6
1083,1083,fan,0,0,00000676.wav,6_dB_fan\fan\id_00\normal\00000676.wav,10.0,16000,6
1084,1084,fan,0,0,00000677.wav,6_dB_fan\fan\id_00\normal\00000677.wav,10.0,16000,6
1085,1085,fan,0,0,00000678.wav,6_dB_fan\fan\id_00\normal\00000678.wav,10.0,16000,6
1086,1086,fan,0,0,00000679.wav,6_dB_fan\fan\id_00\normal\00000679.wav,10.0,16000,6
1087,1087,fan,0,0,00000680.wav,6_dB_fan\fan\id_00\normal\00000680.wav,10.0,16000,6
1088,1088,fan,0,0,00000681.wav,6_dB_fan\fan\id_00\normal\00000681.wav,10.0,16000,6
1089,1089,fan,0,0,00000682.wav,6_dB_fan\fan\id_00\normal\00000682.wav,10.0,16000,6
1090,1090,fan,0,0,00000683.wav,6_dB_fan\fan\id_00\normal\00000683.wav,10.0,16000,6
1091,1091,fan,0,0,00000684.wav,6_dB_fan\fan\id_00\normal\00000684.wav,10.0,16000,6
1092,1092,fan,0,0,00000685.wav,6_dB_fan\fan\id_00\normal\00000685.wav,10.0,16000,6
1093,1093,fan,0,0,00000686.wav,6_dB_fan\fan\id_00\normal\00000686.wav,10.0,16000,6
1094,1094,fan,0,0,00000687.wav,6_dB_fan\fan\id_00\normal\00000687.wav,10.0,16000,6
1095,1095,fan,0,0,00000688.wav,6_dB_fan\fan\id_00\normal\00000688.wav,10.0,16000,6
1096,1096,fan,0,0,00000689.wav,6_dB_fan\fan\id_00\normal\00000689.wav,10.0,16000,6
1097,1097,fan,0,0,00000690.wav,6_dB_fan\fan\id_00\normal\00000690.wav,10.0,16000,6
1098,1098,fan,0,0,00000691.wav,6_dB_fan\fan\id_00\normal\00000691.wav,10.0,16000,6
1099,1099,fan,0,0,00000692.wav,6_dB_fan\fan\id_00\normal\00000692.wav,10.0,16000,6
1100,1100,fan,0,0,00000693.wav,6_dB_fan\fan\id_00\normal\00000693.wav,10.0,16000,6
1101,1101,fan,0,0,00000694.wav,6_dB_fan\fan\id_00\normal\00000694.wav,10.0,16000,6
1102,1102,fan,0,0,00000695.wav,6_dB_fan\fan\id_00\normal\00000695.wav,10.0,16000,6
1103,1103,fan,0,0,00000696.wav,6_dB_fan\fan\id_00\normal\00000696.wav,10.0,16000,6
1104,1104,fan,0,0,00000697.wav,6_dB_fan\fan\id_00\normal\00000697.wav,10.0,16000,6
1105,1105,fan,0,0,00000698.wav,6_dB_fan\fan\id_00\normal\00000698.wav,10.0,16000,6
1106,1106,fan,0,0,00000699.wav,6_dB_fan\fan\id_00\normal\00000699.wav,10.0,16000,6
1107,1107,fan,0,0,00000700.wav,6_dB_fan\fan\id_00\normal\00000700.wav,10.0,16000,6
1108,1108,fan,0,0,00000701.wav,6_dB_fan\fan\id_00\normal\00000701.wav,10.0,16000,6
1109,1109,fan,0,0,00000702.wav,6_dB_fan\fan\id_00\normal\00000702.wav,10.0,16000,6
1110,1110,fan,0,0,00000703.wav,6_dB_fan\fan\id_00\normal\00000703.wav,10.0,16000,6
1111,1111,fan,0,0,00000704.wav,6_dB_fan\fan\id_00\normal\00000704.wav,10.0,16000,6
1112,1112,fan,0,0,00000705.wav,6_dB_fan\fan\id_00\normal\00000705.wav,10.0,16000,6
1113,1113,fan,0,0,00000706.wav,6_dB_fan\fan\id_00\normal\00000706.wav,10.0,16000,6
1114,1114,fan,0,0,00000707.wav,6_dB_fan\fan\id_00\normal\00000707.wav,10.0,16000,6
1115,1115,fan,0,0,00000708.wav,6_dB_fan\fan\id_00\normal\00000708.wav,10.0,16000,6
1116,1116,fan,0,0,00000709.wav,6_dB_fan\fan\id_00\normal\00000709.wav,10.0,16000,6
1117,1117,fan,0,0,00000710.wav,6_dB_fan\fan\id_00\normal\00000710.wav,10.0,16000,6
1118,1118,fan,0,0,00000711.wav,6_dB_fan\fan\id_00\normal\00000711.wav,10.0,16000,6
1119,1119,fan,0,0,00000712.wav,6_dB_fan\fan\id_00\normal\00000712.wav,10.0,16000,6
1120,1120,fan,0,0,00000713.wav,6_dB_fan\fan\id_00\normal\00000713.wav,10.0,16000,6
1121,1121,fan,0,0,00000714.wav,6_dB_fan\fan\id_00\normal\00000714.wav,10.0,16000,6
1122,1122,fan,0,0,00000715.wav,6_dB_fan\fan\id_00\normal\00000715.wav,10.0,16000,6
1123,1123,fan,0,0,00000716.wav,6_dB_fan\fan\id_00\normal\00000716.wav,10.0,16000,6
1124,1124,fan,0,0,00000717.wav,6_dB_fan\fan\id_00\normal\00000717.wav,10.0,16000,6
1125,1125,fan,0,0,00000718.wav,6_dB_fan\fan\id_00\normal\00000718.wav,10.0,16000,6
1126,1126,fan,0,0,00000719.wav,6_dB_fan\fan\id_00\normal\00000719.wav,10.0,16000,6
1127,1127,fan,0,0,00000720.wav,6_dB_fan\fan\id_00\normal\00000720.wav,10.0,16000,6
1128,1128,fan,0,0,00000721.wav,6_dB_fan\fan\id_00\normal\00000721.wav,10.0,16000,6
1129,1129,fan,0,0,00000722.wav,6_dB_fan\fan\id_00\normal\00000722.wav,10.0,16000,6
1130,1130,fan,0,0,00000723.wav,6_dB_fan\fan\id_00\normal\00000723.wav,10.0,16000,6
1131,1131,fan,0,0,00000724.wav,6_dB_fan\fan\id_00\normal\00000724.wav,10.0,16000,6
1132,1132,fan,0,0,00000725.wav,6_dB_fan\fan\id_00\normal\00000725.wav,10.0,16000,6
1133,1133,fan,0,0,00000726.wav,6_dB_fan\fan\id_00\normal\00000726.wav,10.0,16000,6
1134,1134,fan,0,0,00000727.wav,6_dB_fan\fan\id_00\normal\00000727.wav,10.0,16000,6
1135,1135,fan,0,0,00000728.wav,6_dB_fan\fan\id_00\normal\00000728.wav,10.0,16000,6
1136,1136,fan,0,0,00000729.wav,6_dB_fan\fan\id_00\normal\00000729.wav,10.0,16000,6
1137,1137,fan,0,0,00000730.wav,6_dB_fan\fan\id_00\normal\00000730.wav,10.0,16000,6
1138,1138,fan,0,0,00000731.wav,6_dB_fan\fan\id_00\normal\00000731.wav,10.0,16000,6
1139,1139,fan,0,0,00000732.wav,6_dB_fan\fan\id_00\normal\00000732.wav,10.0,16000,6
1140,1140,fan,0,0,00000733.wav,6_dB_fan\fan\id_00\normal\00000733.wav,10.0,16000,6
1141,1141,fan,0,0,00000734.wav,6_dB_fan\fan\id_00\normal\00000734.wav,10.0,16000,6
1142,1142,fan,0,0,00000735.wav,6_dB_fan\fan\id_00\normal\00000735.wav,10.0,16000,6
1143,1143,fan,0,0,00000736.wav,6_dB_fan\fan\id_00\normal\00000736.wav,10.0,16000,6
1144,1144,fan,0,0,00000737.wav,6_dB_fan\fan\id_00\normal\00000737.wav,10.0,16000,6
1145,1145,fan,0,0,00000738.wav,6_dB_fan\fan\id_00\normal\00000738.wav,10.0,16000,6
1146,1146,fan,0,0,00000739.wav,6_dB_fan\fan\id_00\normal\00000739.wav,10.0,16000,6
1147,1147,fan,0,0,00000740.wav,6_dB_fan\fan\id_00\normal\00000740.wav,10.0,16000,6
1148,1148,fan,0,0,00000741.wav,6_dB_fan\fan\id_00\normal\00000741.wav,10.0,16000,6
1149,1149,fan,0,0,00000742.wav,6_dB_fan\fan\id_00\normal\00000742.wav,10.0,16000,6
1150,1150,fan,0,0,00000743.wav,6_dB_fan\fan\id_00\normal\00000743.wav,10.0,16000,6
1151,1151,fan,0,0,00000744.wav,6_dB_fan\fan\id_00\normal\00000744.wav,10.0,16000,6
1152,1152,fan,0,0,00000745.wav,6_dB_fan\fan\id_00\normal\00000745.wav,10.0,16000,6
1153,1153,fan,0,0,00000746.wav,6_dB_fan\fan\id_00\normal\00000746.wav,10.0,16000,6
1154,1154,fan,0,0,00000747.wav,6_dB_fan\fan\id_00\normal\00000747.wav,10.0,16000,6
1155,1155,fan,0,0,00000748.wav,6_dB_fan\fan\id_00\normal\00000748.wav,10.0,16000,6
1156,1156,fan,0,0,00000749.wav,6_dB_fan\fan\id_00\normal\00000749.wav,10.0,16000,6
1157,1157,fan,0,0,00000750.wav,6_dB_fan\fan\id_00\normal\00000750.wav,10.0,16000,6
1158,1158,fan,0,0,00000751.wav,6_dB_fan\fan\id_00\normal\00000751.wav,10.0,16000,6
1159,1159,fan,0,0,00000752.wav,6_dB_fan\fan\id_00\normal\00000752.wav,10.0,16000,6
1160,1160,fan,0,0,00000753.wav,6_dB_fan\fan\id_00\normal\00000753.wav,10.0,16000,6
1161,1161,fan,0,0,00000754.wav,6_dB_fan\fan\id_00\normal\00000754.wav,10.0,16000,6
1162,1162,fan,0,0,00000755.wav,6_dB_fan\fan\id_00\normal\00000755.wav,10.0,16000,6
1163,1163,fan,0,0,00000756.wav,6_dB_fan\fan\id_00\normal\00000756.wav,10.0,16000,6
1164,1164,fan,0,0,00000757.wav,6_dB_fan\fan\id_00\normal\00000757.wav,10.0,16000,6
1165,1165,fan,0,0,00000758.wav,6_dB_fan\fan\id_00\normal\00000758.wav,10.0,16000,6
1166,1166,fan,0,0,00000759.wav,6_dB_fan\fan\id_00\normal\00000759.wav,10.0,16000,6
1167,1167,fan,0,0,00000760.wav,6_dB_fan\fan\id_00\normal\00000760.wav,10.0,16000,6
1168,1168,fan,0,0,00000761.wav,6_dB_fan\fan\id_00\normal\00000761.wav,10.0,16000,6
1169,1169,fan,0,0,00000762.wav,6_dB_fan\fan\id_00\normal\00000762.wav,10.0,16000,6
1170,1170,fan,0,0,00000763.wav,6_dB_fan\fan\id_00\normal\00000763.wav,10.0,16000,6
1171,1171,fan,0,0,00000764.wav,6_dB_fan\fan\id_00\normal\00000764.wav,10.0,16000,6
1172,1172,fan,0,0,00000765.wav,6_dB_fan\fan\id_00\normal\00000765.wav,10.0,16000,6
1173,1173,fan,0,0,00000766.wav,6_dB_fan\fan\id_00\normal\00000766.wav,10.0,16000,6
1174,1174,fan,0,0,00000767.wav,6_dB_fan\fan\id_00\normal\00000767.wav,10.0,16000,6
1175,1175,fan,0,0,00000768.wav,6_dB_fan\fan\id_00\normal\00000768.wav,10.0,16000,6
1176,1176,fan,0,0,00000769.wav,6_dB_fan\fan\id_00\normal\00000769.wav,10.0,16000,6
1177,1177,fan,0,0,00000770.wav,6_dB_fan\fan\id_00\normal\00000770.wav,10.0,16000,6
1178,1178,fan,0,0,00000771.wav,6_dB_fan\fan\id_00\normal\00000771.wav,10.0,16000,6
1179,1179,fan,0,0,00000772.wav,6_dB_fan\fan\id_00\normal\00000772.wav,10.0,16000,6
1180,1180,fan,0,0,00000773.wav,6_dB_fan\fan\id_00\normal\00000773.wav,10.0,16000,6
1181,1181,fan,0,0,00000774.wav,6_dB_fan\fan\id_00\normal\00000774.wav,10.0,16000,6
1182,1182,fan,0,0,00000775.wav,6_dB_fan\fan\id_00\normal\00000775.wav,10.0,16000,6
1183,1183,fan,0,0,00000776.wav,6_dB_fan\fan\id_00\normal\00000776.wav,10.0,16000,6
1184,1184,fan,0,0,00000777.wav,6_dB_fan\fan\id_00\normal\00000777.wav,10.0,16000,6
1185,1185,fan,0,0,00000778.wav,6_dB_fan\fan\id_00\normal\00000778.wav,10.0,16000,6
1186,1186,fan,0,0,00000779.wav,6_dB_fan\fan\id_00\normal\00000779.wav,10.0,16000,6
1187,1187,fan,0,0,00000780.wav,6_dB_fan\fan\id_00\normal\00000780.wav,10.0,16000,6
1188,1188,fan,0,0,00000781.wav,6_dB_fan\fan\id_00\normal\00000781.wav,10.0,16000,6
1189,1189,fan,0,0,00000782.wav,6_dB_fan\fan\id_00\normal\00000782.wav,10.0,16000,6
1190,1190,fan,0,0,00000783.wav,6_dB_fan\fan\id_00\normal\00000783.wav,10.0,16000,6
1191,1191,fan,0,0,00000784.wav,6_dB_fan\fan\id_00\normal\00000784.wav,10.0,16000,6
1192,1192,fan,0,0,00000785.wav,6_dB_fan\fan\id_00\normal\00000785.wav,10.0,16000,6
1193,1193,fan,0,0,00000786.wav,6_dB_fan\fan\id_00\normal\00000786.wav,10.0,16000,6
1194,1194,fan,0,0,00000787.wav,6_dB_fan\fan\id_00\normal\00000787.wav,10.0,16000,6
1195,1195,fan,0,0,00000788.wav,6_dB_fan\fan\id_00\normal\00000788.wav,10.0,16000,6
1196,1196,fan,0,0,00000789.wav,6_dB_fan\fan\id_00\normal\00000789.wav,10.0,16000,6
1197,1197,fan,0,0,00000790.wav,6_dB_fan\fan\id_00\normal\00000790.wav,10.0,16000,6
1198,1198,fan,0,0,00000791.wav,6_dB_fan\fan\id_00\normal\00000791.wav,10.0,16000,6
1199,1199,fan,0,0,00000792.wav,6_dB_fan\fan\id_00\normal\00000792.wav,10.0,16000,6
1200,1200,fan,0,0,00000793.wav,6_dB_fan\fan\id_00\normal\00000793.wav,10.0,16000,6
1201,1201,fan,0,0,00000794.wav,6_dB_fan\fan\id_00\normal\00000794.wav,10.0,16000,6
1202,1202,fan,0,0,00000795.wav,6_dB_fan\fan\id_00\normal\00000795.wav,10.0,16000,6
1203,1203,fan,0,0,00000796.wav,6_dB_fan\fan\id_00\normal\00000796.wav,10.0,16000,6
1204,1204,fan,0,0,00000797.wav,6_dB_fan\fan\id_00\normal\00000797.wav,10.0,16000,6
1205,1205,fan,0,0,00000798.wav,6_dB_fan\fan\id_00\normal\00000798.wav,10.0,16000,6
1206,1206,fan,0,0,00000799.wav,6_dB_fan\fan\id_00\normal\00000799.wav,10.0,16000,6
1207,1207,fan,0,0,00000800.wav,6_dB_fan\fan\id_00\normal\00000800.wav,10.0,16000,6
1208,1208,fan,0,0,00000801.wav,6_dB_fan\fan\id_00\normal\00000801.wav,10.0,16000,6
1209,1209,fan,0,0,00000802.wav,6_dB_fan\fan\id_00\normal\00000802.wav,10.0,16000,6
1210,1210,fan,0,0,00000803.wav,6_dB_fan\fan\id_00\normal\00000803.wav,10.0,16000,6
1211,1211,fan,0,0,00000804.wav,6_dB_fan\fan\id_00\normal\00000804.wav,10.0,16000,6
1212,1212,fan,0,0,00000805.wav,6_dB_fan\fan\id_00\normal\00000805.wav,10.0,16000,6
1213,1213,fan,0,0,00000806.wav,6_dB_fan\fan\id_00\normal\00000806.wav,10.0,16000,6
1214,1214,fan,0,0,00000807.wav,6_dB_fan\fan\id_00\normal\00000807.wav,10.0,16000,6
1215,1215,fan,0,0,00000808.wav,6_dB_fan\fan\id_00\normal\00000808.wav,10.0,16000,6
1216,1216,fan,0,0,00000809.wav,6_dB_fan\fan\id_00\normal\00000809.wav,10.0,16000,6
1217,1217,fan,0,0,00000810.wav,6_dB_fan\fan\id_00\normal\00000810.wav,10.0,16000,6
1218,1218,fan,0,0,00000811.wav,6_dB_fan\fan\id_00\normal\00000811.wav,10.0,16000,6
1219,1219,fan,0,0,00000812.wav,6_dB_fan\fan\id_00\normal\00000812.wav,10.0,16000,6
1220,1220,fan,0,0,00000813.wav,6_dB_fan\fan\id_00\normal\00000813.wav,10.0,16000,6
1221,1221,fan,0,0,00000814.wav,6_dB_fan\fan\id_00\normal\00000814.wav,10.0,16000,6
1222,1222,fan,0,0,00000815.wav,6_dB_fan\fan\id_00\normal\00000815.wav,10.0,16000,6
1223,1223,fan,0,0,00000816.wav,6_dB_fan\fan\id_00\normal\00000816.wav,10.0,16000,6
1224,1224,fan,0,0,00000817.wav,6_dB_fan\fan\id_00\normal\00000817.wav,10.0,16000,6
1225,1225,fan,0,0,00000818.wav,6_dB_fan\fan\id_00\normal\00000818.wav,10.0,16000,6
1226,1226,fan,0,0,00000819.wav,6_dB_fan\fan\id_00\normal\00000819.wav,10.0,16000,6
1227,1227,fan,0,0,00000820.wav,6_dB_fan\fan\id_00\normal\00000820.wav,10.0,16000,6
1228,1228,fan,0,0,00000821.wav,6_dB_fan\fan\id_00\normal\00000821.wav,10.0,16000,6
1229,1229,fan,0,0,00000822.wav,6_dB_fan\fan\id_00\normal\00000822.wav,10.0,16000,6
1230,1230,fan,0,0,00000823.wav,6_dB_fan\fan\id_00\normal\00000823.wav,10.0,16000,6
1231,1231,fan,0,0,00000824.wav,6_dB_fan\fan\id_00\normal\00000824.wav,10.0,16000,6
1232,1232,fan,0,0,00000825.wav,6_dB_fan\fan\id_00\normal\00000825.wav,10.0,16000,6
1233,1233,fan,0,0,00000826.wav,6_dB_fan\fan\id_00\normal\00000826.wav,10.0,16000,6
1234,1234,fan,0,0,00000827.wav,6_dB_fan\fan\id_00\normal\00000827.wav,10.0,16000,6
1235,1235,fan,0,0,00000828.wav,6_dB_fan\fan\id_00\normal\00000828.wav,10.0,16000,6
1236,1236,fan,0,0,00000829.wav,6_dB_fan\fan\id_00\normal\00000829.wav,10.0,16000,6
1237,1237,fan,0,0,00000830.wav,6_dB_fan\fan\id_00\normal\00000830.wav,10.0,16000,6
1238,1238,fan,0,0,00000831.wav,6_dB_fan\fan\id_00\normal\00000831.wav,10.0,16000,6
1239,1239,fan,0,0,00000832.wav,6_dB_fan\fan\id_00\normal\00000832.wav,10.0,16000,6
1240,1240,fan,0,0,00000833.wav,6_dB_fan\fan\id_00\normal\00000833.wav,10.0,16000,6
1241,1241,fan,0,0,00000834.wav,6_dB_fan\fan\id_00\normal\00000834.wav,10.0,16000,6
1242,1242,fan,0,0,00000835.wav,6_dB_fan\fan\id_00\normal\00000835.wav,10.0,16000,6
1243,1243,fan,0,0,00000836.wav,6_dB_fan\fan\id_00\normal\00000836.wav,10.0,16000,6
1244,1244,fan,0,0,00000837.wav,6_dB_fan\fan\id_00\normal\00000837.wav,10.0,16000,6
1245,1245,fan,0,0,00000838.wav,6_dB_fan\fan\id_00\normal\00000838.wav,10.0,16000,6
1246,1246,fan,0,0,00000839.wav,6_dB_fan\fan\id_00\normal\00000839.wav,10.0,16000,6
1247,1247,fan,0,0,00000840.wav,6_dB_fan\fan\id_00\normal\00000840.wav,10.0,16000,6
1248,1248,fan,0,0,00000841.wav,6_dB_fan\fan\id_00\normal\00000841.wav,10.0,16000,6
1249,1249,fan,0,0,00000842.wav,6_dB_fan\fan\id_00\normal\00000842.wav,10.0,16000,6
1250,1250,fan,0,0,00000843.wav,6_dB_fan\fan\id_00\normal\00000843.wav,10.0,16000,6
1251,1251,fan,0,0,00000844.wav,6_dB_fan\fan\id_00\normal\00000844.wav,10.0,16000,6
1252,1252,fan,0,0,00000845.wav,6_dB_fan\fan\id_00\normal\00000845.wav,10.0,16000,6
1253,1253,fan,0,0,00000846.wav,6_dB_fan\fan\id_00\normal\00000846.wav,10.0,16000,6
1254,1254,fan,0,0,00000847.wav,6_dB_fan\fan\id_00\normal\00000847.wav,10.0,16000,6
1255,1255,fan,0,0,00000848.wav,6_dB_fan\fan\id_00\normal\00000848.wav,10.0,16000,6
1256,1256,fan,0,0,00000849.wav,6_dB_fan\fan\id_00\normal\00000849.wav,10.0,16000,6
1257,1257,fan,0,0,00000850.wav,6_dB_fan\fan\id_00\normal\00000850.wav,10.0,16000,6
1258,1258,fan,0,0,00000851.wav,6_dB_fan\fan\id_00\normal\00000851.wav,10.0,16000,6
1259,1259,fan,0,0,00000852.wav,6_dB_fan\fan\id_00\normal\00000852.wav,10.0,16000,6
1260,1260,fan,0,0,00000853.wav,6_dB_fan\fan\id_00\normal\00000853.wav,10.0,16000,6
1261,1261,fan,0,0,00000854.wav,6_dB_fan\fan\id_00\normal\00000854.wav,10.0,16000,6
